SnapshotDate,LoanID,PoolID,DPD_Days,DPD_Bucket,DPD_Bucket_Prior,CurrentBalance,AmountOverdue,EMIsOverdue,LastPaymentDate,LastPaymentAmount,CureFlag,RollFlag,RepossessionFlag,WriteOffFlag,RBI_SMA_Class,ConsecutiveMonthsDelinquent,TransitionType
2024-06-30,ZAAUTO2024-1-00410,ZAAUTO2024-1,0,Current,Current,670001.95,0,0,2024-06-01,18007.65,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00410,ZAAUTO2024-1,0,Current,Current,629809.59,0,0,2024-07-17,16392.56,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00410,ZAAUTO2024-1,0,Current,Current,640351.72,0,0,2024-08-11,16586.2,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00410,ZAAUTO2024-1,0,Current,Current,599724.6,0,0,2024-09-07,18019.12,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00410,ZAAUTO2024-1,0,Current,Current,576329.38,0,0,2024-09-25,16941.41,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,Current,924186.02,0,0,2023-11-27,20113.49,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,Current,895402.65,0,0,2024-01-10,20230.42,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,Current,925825.92,0,0,2024-02-02,19577.99,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,Current,855648.61,0,0,2024-02-28,19062.87,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,Current,881973.41,0,0,2024-04-30,19561.72,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,Current,835694.44,0,0,2024-04-26,20138.96,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,Current,827970.75,0,0,2024-04-28,19218.33,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,Current,813352.41,0,0,2024-06-10,20111.77,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,Current,803924.35,0,0,2024-07-15,20340.33,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,25,1-29 DPD,Current,788492.11,19850.54,1,2024-08-01,1617.24,False,Worse,False,False,SMA-0,1,Roll
2024-09-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,1-29 DPD,783369.26,0,0,2024-09-01,18657.17,True,Better,False,False,Standard,0,Cure
2024-10-30,ZAAUTO2024-1-00411,ZAAUTO2024-1,0,Current,Current,752938.52,0,0,2024-10-03,20265.55,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,0,Current,Current,828600.0,0,0,2023-11-27,27620.62,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,0,Current,Current,828600.0,0,0,2024-01-17,26208.73,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00412,ZAAUTO2024-1,0,Current,Current,812875.76,0,0,2024-02-06,27863.38,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,8,1-29 DPD,Current,817200.08,26682.16,1,2024-03-17,6479.01,False,Worse,False,False,SMA-0,1,Roll
2024-04-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,25,1-29 DPD,1-29 DPD,790273.49,26682.16,1,2024-04-30,13278.11,False,Same,False,False,SMA-0,2,Static
2024-05-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,4,1-29 DPD,1-29 DPD,764628.64,26682.16,1,2024-05-30,9686.31,False,Same,False,False,SMA-0,3,Static
2024-05-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,20,1-29 DPD,1-29 DPD,789726.14,26682.16,1,2024-05-08,3089.82,False,Same,False,False,SMA-0,4,Static
2024-06-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,27,1-29 DPD,1-29 DPD,762303.95,26682.16,1,2024-06-04,15518.2,False,Same,False,False,SMA-0,5,Static
2024-07-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,6,1-29 DPD,1-29 DPD,745088.21,26682.16,1,2024-07-05,2133.08,False,Same,False,False,SMA-0,6,Static
2024-08-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,9,1-29 DPD,1-29 DPD,745398.95,26682.16,1,2024-08-28,14789.86,False,Same,False,False,SMA-0,7,Static
2024-09-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,0,Current,1-29 DPD,696171.26,0,0,2024-09-20,27465.37,True,Better,False,False,Standard,0,Cure
2024-10-30,ZAAUTO2024-1-00412,ZAAUTO2024-1,67,60-89 DPD,Current,725777.59,53364.32,2,2024-10-28,11593.31,False,Worse,False,False,SMA-2,1,Roll
2023-12-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,885025.44,0,0,2023-12-07,44016.55,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,871146.66,0,0,2023-12-26,41786.21,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,840922.62,0,0,2024-01-29,42234.94,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,837177.94,0,0,2024-03-21,38647.18,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,816089.61,0,0,2024-04-01,37917.3,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,823040.26,0,0,2024-04-25,40725.85,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,804085.94,0,0,2024-05-14,43184.5,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,774995.67,0,0,2024-06-17,38893.33,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,744715.93,0,0,2024-06-29,43036.26,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,747319.5,0,0,2024-08-19,39561.84,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,700717.61,0,0,2024-09-17,38824.51,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00413,ZAAUTO2024-1,0,Current,Current,673462.4,0,0,2024-09-26,42951.06,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,753200.0,0,0,2023-12-21,19070.26,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,753200.0,0,0,2024-01-09,19071.37,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,753200.0,0,0,2024-02-02,18908.24,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,751600.38,0,0,2024-03-07,17431.78,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,753200.0,0,0,2024-04-29,16906.8,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,751149.29,0,0,2024-05-10,16963.2,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,720589.89,0,0,2024-05-15,17262.9,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,753200.0,0,0,2024-06-30,16951.87,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,717670.59,0,0,2024-07-01,17130.44,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,721236.95,0,0,2024-08-28,18719.5,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,681115.42,0,0,2024-09-25,17185.81,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00414,ZAAUTO2024-1,0,Current,Current,688236.27,0,0,2024-10-06,18472.01,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,550178.14,0,0,2023-12-23,30953.09,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,526174.29,0,0,2024-01-20,28955.67,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,546959.98,0,0,2024-02-24,28631.94,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,497673.3,0,0,2024-03-14,27890.85,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,499764.04,0,0,2024-04-21,30184.69,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,499450.42,0,0,2024-05-12,30325.23,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,492342.31,0,0,2024-05-22,27348.08,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,453280.4,0,0,2024-06-05,26603.88,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,447286.43,0,0,2024-07-17,30566.44,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,432482.15,0,0,2024-08-25,27163.43,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,434046.78,0,0,2024-09-29,29115.69,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00415,ZAAUTO2024-1,0,Current,Current,408568.03,0,0,2024-10-02,30064.32,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,0,Current,Current,849512.34,0,0,2023-12-11,29181.13,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,0,Current,Current,809868.89,0,0,2024-01-22,27227.74,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00416,ZAAUTO2024-1,0,Current,Current,815752.5,0,0,2024-02-06,28591.21,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,0,Current,Current,802859.09,0,0,2024-03-06,26214.71,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,0,Current,Current,775730.21,0,0,2024-04-23,27441.9,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,0,Current,Current,808701.48,0,0,2024-05-25,26795.16,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,0,Current,Current,767493.83,0,0,2024-05-05,30367.3,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,23,1-29 DPD,Current,746410.23,28948.67,1,2024-05-27,15369.94,False,Worse,False,False,SMA-0,1,Roll
2024-07-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,38,30-59 DPD,1-29 DPD,743473.79,28948.67,1,2024-07-03,13741.88,False,Worse,False,False,SMA-1,2,Roll
2024-08-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,59,30-59 DPD,30-59 DPD,756188.18,28948.67,1,2024-08-04,2204.18,False,Same,False,False,SMA-1,3,Static
2024-09-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,74,60-89 DPD,30-59 DPD,711681.18,57897.34,2,2024-09-27,15768.71,False,Worse,False,False,SMA-2,4,Roll
2024-10-30,ZAAUTO2024-1-00416,ZAAUTO2024-1,76,60-89 DPD,60-89 DPD,705736.75,57897.34,2,2024-10-11,7923.6,False,Same,False,False,SMA-2,5,Static
2023-12-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,0,Current,Current,624681.26,0,0,2023-12-28,14871.2,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,0,Current,Current,620597.28,0,0,2023-12-28,17041.38,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00417,ZAAUTO2024-1,0,Current,Current,619048.91,0,0,2024-02-16,15713.49,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,0,Current,Current,617056.71,0,0,2024-03-22,16796.36,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,0,Current,Current,599345.72,0,0,2024-04-16,15432.21,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,9,1-29 DPD,Current,577822.01,16386.04,1,2024-05-13,4414.86,False,Worse,False,False,SMA-0,1,Roll
2024-05-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,0,Current,1-29 DPD,585573.29,0,0,2024-04-28,15135.1,True,Better,False,False,Standard,0,Cure
2024-06-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,67,60-89 DPD,Current,560325.9,32772.08,2,2024-05-28,4033.11,False,Worse,False,False,SMA-2,1,Roll
2024-07-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,68,60-89 DPD,60-89 DPD,544721.17,32772.08,2,2024-07-21,7023.87,False,Same,False,False,SMA-2,2,Static
2024-08-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,524693.31,32772.08,2,2024-08-20,1959.46,False,Same,False,False,SMA-1,3,Static
2024-09-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,83,60-89 DPD,60-89 DPD,527040.0,32772.08,2,2024-09-21,8516.35,False,Same,False,False,SMA-2,4,Static
2024-10-30,ZAAUTO2024-1-00417,ZAAUTO2024-1,211,120+ DPD,60-89 DPD,532143.21,114702.28,7,2024-10-30,8638.55,False,Worse,False,False,NPA,5,Roll
2023-12-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,Current,762185.48,0,0,2023-11-27,25219.16,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,Current,790674.7,0,0,2024-01-25,23490.67,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,Current,740038.01,0,0,2024-02-28,23113.92,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,28,1-29 DPD,Current,764478.93,25583.45,1,2024-03-06,8714.5,False,Worse,False,False,SMA-0,1,Roll
2024-04-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,1-29 DPD,743726.01,0,0,2024-04-21,26173.4,True,Better,False,False,Standard,0,Cure
2024-05-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,Current,698073.79,0,0,2024-04-29,23798.52,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,Current,699582.56,0,0,2024-04-26,26651.83,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,Current,690785.5,0,0,2024-06-01,25864.92,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,Current,677923.01,0,0,2024-07-06,23059.28,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,Current,671367.2,0,0,2024-08-09,24177.13,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,Current,665191.94,0,0,2024-09-25,26643.13,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00418,ZAAUTO2024-1,0,Current,Current,644495.15,0,0,2024-09-25,24657.04,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,Current,259706.05,0,0,2023-12-15,12012.64,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,Current,243267.35,0,0,2024-01-24,11270.26,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,Current,238512.85,0,0,2024-02-23,11509.99,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,Current,241756.15,0,0,2024-03-07,11565.54,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,Current,233007.61,0,0,2024-04-21,11677.71,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,Current,238509.01,0,0,2024-05-11,10625.3,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,Current,218227.97,0,0,2024-05-14,11756.65,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,Current,223604.65,0,0,2024-06-26,10993.19,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,Current,213365.71,0,0,2024-07-15,10845.84,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,Current,209787.38,0,0,2024-08-02,10921.72,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,19,1-29 DPD,Current,207743.63,11517.79,1,2024-09-14,1958.37,False,Worse,False,False,SMA-0,1,Roll
2024-10-30,ZAAUTO2024-1-00419,ZAAUTO2024-1,0,Current,1-29 DPD,206809.92,0,0,2024-10-13,11857.39,True,Better,False,False,Standard,0,Cure
2023-12-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1439224.92,0,0,2023-12-22,56126.44,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1406126.35,0,0,2024-01-12,58788.46,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1336907.62,0,0,2024-02-03,51807.84,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1340299.27,0,0,2024-02-27,58105.9,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1303360.48,0,0,2024-04-10,58254.32,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1267007.53,0,0,2024-05-08,55996.13,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1209217.96,0,0,2024-05-11,51968.4,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1239298.01,0,0,2024-06-08,59021.32,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1128703.6,0,0,2024-07-12,51356.06,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1144734.16,0,0,2024-07-26,58638.9,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1105402.46,0,0,2024-09-09,51524.74,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00420,ZAAUTO2024-1,0,Current,Current,1038523.49,0,0,2024-10-04,58536.39,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,0,Current,Current,2183557.3,0,0,2023-12-03,46260.15,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,0,Current,Current,2150052.79,0,0,2024-01-22,47365.75,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00421,ZAAUTO2024-1,0,Current,Current,2189604.34,0,0,2024-01-30,43937.66,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,0,Current,Current,2089053.6,0,0,2024-03-19,44759.42,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,0,Current,Current,2178259.98,0,0,2024-04-03,43807.57,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,0,Current,Current,2022358.03,0,0,2024-05-29,48039.3,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,0,Current,Current,2014490.66,0,0,2024-04-26,48475.79,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,0,Current,Current,1944514.38,0,0,2024-06-03,46453.81,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,11,1-29 DPD,Current,1941322.53,48124.5,1,2024-07-14,9010.54,False,Worse,False,False,SMA-0,1,Roll
2024-08-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,24,1-29 DPD,1-29 DPD,1882991.27,48124.5,1,2024-08-11,18915.57,False,Same,False,False,SMA-0,2,Static
2024-09-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,29,1-29 DPD,1-29 DPD,1863118.0,48124.5,1,2024-09-02,12097.4,False,Same,False,False,SMA-0,3,Static
2024-10-30,ZAAUTO2024-1-00421,ZAAUTO2024-1,8,1-29 DPD,1-29 DPD,1924068.13,48124.5,1,2024-10-11,11053.79,False,Same,False,False,SMA-0,4,Static
2023-12-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,0,Current,Current,496628.95,0,0,2023-12-08,14357.37,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,0,Current,Current,491692.67,0,0,2023-12-30,15322.45,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00422,ZAAUTO2024-1,18,1-29 DPD,Current,472238.09,14594.53,1,2024-02-08,6627.63,False,Worse,False,False,SMA-0,1,Roll
2024-03-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,24,1-29 DPD,1-29 DPD,478811.51,14594.53,1,2024-03-01,5851.05,False,Same,False,False,SMA-0,2,Static
2024-04-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,0,Current,1-29 DPD,451559.15,0,0,2024-04-02,15295.5,True,Better,False,False,Standard,0,Cure
2024-05-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,0,Current,Current,451430.98,0,0,2024-05-04,14675.37,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,0,Current,Current,436780.4,0,0,2024-05-08,15175.13,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,0,Current,Current,438118.48,0,0,2024-06-21,15008.85,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,0,Current,Current,411986.11,0,0,2024-07-26,15228.79,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,0,Current,Current,411340.0,0,0,2024-08-02,15070.04,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,14,1-29 DPD,Current,406933.8,14594.53,1,2024-09-02,4471.5,False,Worse,False,False,SMA-0,1,Roll
2024-10-30,ZAAUTO2024-1-00422,ZAAUTO2024-1,0,Current,1-29 DPD,395616.28,0,0,2024-10-12,14171.23,True,Better,False,False,Standard,0,Cure
2023-12-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,Current,2158500.0,0,0,2023-12-21,62213.52,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,Current,2158500.0,0,0,2024-01-13,69182.23,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,Current,2158500.0,0,0,2024-02-09,68312.47,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,Current,2158500.0,0,0,2024-03-06,66500.83,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,4,1-29 DPD,Current,2158500.0,67709.27,1,2024-04-09,32119.78,False,Worse,False,False,SMA-0,1,Roll
2024-05-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,1-29 DPD,2158500.0,0,0,2024-05-14,67078.91,True,Better,False,False,Standard,0,Cure
2024-05-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,Current,2158500.0,0,0,2024-05-20,64563.33,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,Current,2137429.25,0,0,2024-06-19,61112.95,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,Current,2079298.61,0,0,2024-07-13,69073.91,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,Current,2083270.55,0,0,2024-08-25,68722.35,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,Current,1972883.87,0,0,2024-08-30,68800.51,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00423,ZAAUTO2024-1,0,Current,Current,2005188.2,0,0,2024-10-25,66333.38,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00424,ZAAUTO2024-1,0,Current,Current,1676715.08,0,0,2023-12-13,31163.76,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00424,ZAAUTO2024-1,0,Current,Current,1635456.67,0,0,2024-01-29,33086.5,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00424,ZAAUTO2024-1,0,Current,Current,1605416.39,0,0,2024-02-27,30031.22,False,Same,False,False,Standard,0,Static
